Station ID,Station Marketing Name,Company Name,Mailing address,Mailing address postal code,Phone,Street Address,Street address postal code,Municipality,County,Country,Fax,Bankgiro,Postgiro,Org. number,Branch ID,MSI number,Has real estate,Report / KPI Attendant,Customer number,Customer number logistic,EAN code,Retailer ID,Equipment ID,Customer no. Wholesaler,Uffe owner number,Direct category shipment,Ownership/OperationType,Previous owner/Operation,Date of change,Station type,Status,Unit,Category,Price profile,Cluster,In Operation from,In operation to,Engineer district,Sales zone,Always Open,Working Days,Saturdays,Sundays,X-Coord,Y-Coord,Services,Fuels,Display Name,Country Code
22625,INGO DEGERFORS,Trafikbutiken i Degerfors AB,Box 64,69321 DEGERFORS,,Agens Torg/Karlskogavägen 20,69330 DEGERFORS,DEGERFORS,ÖREBRO LÄN,Sweden,,,,556000-6834,,,N,No / No,1004458630,6370,,,,,,,CO/CO,CO/DO,09-12-2008,Accepterar Statoilkort,Active,Retail Station,INGO,,Small Neighbourhood,,,Mikael Larsson,,00.00-24.00,,,,14.43482,59.24193,,"Bensin 95, Diesel, E85",INGO Degerfors,SE
22626,STATOIL 1-2-3 EKEBY,T Wahlgren Bensin & Service AB,Storgatan 62,26051 EKEBY,020-33 31 23,Storgatan 62,26051 EKEBY,BJUV,SKÅNE LÄN,Sweden,08-429 60 36,,,556000-6834,,,N,No / No,1004428812,6345,,,,,,,CO/CO,DO/DO,02-10-2008,Automat,Active,Retail Station,1-2-3,,Small Neighbourhood,,,Christer Johannesson,,00.00-24.00,, ,,12.96260,56.00580,,"Bensin 95, Diesel Bio, E85",Statoil 1-2-3 Ekeby,SE
22629,STATOIL SALATULLEN,BR SJÖHOLMS BENSINSERVICE AB,,,0171-24307,Malmagatan 1,74537 ENKÖPING,ENKÖPING,UPPSALA LÄN,Sweden,0171-27443,5863-1508,,556465-6543,,,N,No / No,6935860,1923,7350013347405,,,,,,CO/DO,/,,Service Station,Active,Retail Station,Total Store,,Urban Suburb,,,Per Åkerlund,,00.00-24.00,,,,17.08307,59.65361,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Salatullen,SE
22630,STATOIL TUNAVALLEN,BJÖRN GUSTAFSSON SERVICE AB,,,016-136696,Västeråsvägen 18,63223 ESKILSTUNA,ESKILSTUNA,SÖDERMANLANDS LÄN,Sweden,016-132379,5680-4164,,556649-1386,699070-9468,,N,No / No,8578023,4596,7350013347399,,,,,,CO/DO,DO/,,Service Station,Active,Retail Station,Total Store,,Urban Suburb,,,Benny Pettersson,,,06.00-24.00,08.00-24.00,08.00-24.00,16.49341,59.37260,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Tunavallen,SE
22631,STATOIL VASAVÄGEN,STATOIL DETALJIST AB,,,016-123450,Vasavägen 1,63356 ESKILSTUNA,ESKILSTUNA,SÖDERMANLANDS LÄN,Sweden,016-121995,,6401650-4,556020-3282,699066-1305,,N,No / Yes,9403668,1912,7350013340031,28002,,,,,CO/CO,/,,Service Station,Active,Retail Station,Total Store,,Countryside,,,Benny Pettersson,,00.00-24.00,,,,16.52566,59.36326,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Vasavägen,SE
22633,STATOIL SÖDRA INFARTEN E6,Amadeus Nilsson AB,,,0346 14670,Södra Infarten,31140 FALKENBERG,FALKENBERG,HALLANDS LÄN,Sweden,0346 16423,,,556879-4019,,,N,No / No,1005495679,,7350039785489,,,,,,CO/DO,/,31-05-2012,Service Station,Active,Retail Station,Total Store,,Countryside,,,Robert Kobsa,,,06.00-22.00,08.00-22.00,08.00-22.00,12.52281,56.89844,"Car wash, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Södra Infarten E6,SE
22636,STATOIL FINSPÅNG,BISELLS BENSIN AB,,,0122-109 26,Levertorpsvägen 2,61244 FINSPÅNG,FINSPÅNG,ÖSTERGÖTLANDS LÄN,Sweden,0122-19168,635-9608,,556685-0128,,,N,No / No,1004935706,6669,7350039784192,,,,,,DO/DO,CO/DO,30-06-2010,Service Station,Active,Retail Station,Total Store,,Countryside,,,Benny Pettersson,,,06.00-24.00,08.00-24.00,08.00-24.00,15.80745,58.70185,"Car wash, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel",Statoil Finspång,SE
22637,STATOIL FLEN,BJÖRN GRANQVIST BENSIN AB,,,0157-12900,Kungsvägen 10,64234 FLEN,FLEN,SÖDERMANLANDS LÄN,Sweden,0157-12766,5146-4717,,556543-0898,699067-0116,,N,No / No,8201071,2482,7350013343254,,,,,,CO/DO,/,,Service Station,Active,Retail Station,Total Store,,Countryside,,,Benny Pettersson,,,06.00-24.00,08.00-24.00,08.00-24.00,16.59935,59.05117,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel, milesPLUS 98",Statoil Flen,SE
22638,STATOIL 1-2-3 FRÄNDEFORS,Rapp Bensin AB,Bykällan 412,46295 FRÄNDEFORS,020-333123,E45,46064 FRÄNDEFORS,VÄNERSBORG,VÄSTRA GÖTALANDS LÄN,Sweden,08-4296036,,,556000-6834,,,N,No / No,1004458486,6369,,,,,,,CO/CO,DO/DO,26-11-2008,Automat,Active,Retail Station,1-2-3,,Highway,,,Rolf Johansson,,00.00-24.00,,,,12.26706,58.47557,,"Bensin 95, Diesel, E85",Statoil 1-2-3 Frändefors,SE
22639,STATOIL FÖRSLÖV,BLV I FÖRSLÖV AB,BOX 35,,0431-45 81 00,Bokesliden 5,26971 FÖRSLÖV,BÅSTAD,SKÅNE LÄN,Sweden,0431-45 05 88,5200-2144,61836-3,556545-5259,,,N,No / No,7692502,2485,7350013344589,,,,,,DO/DO,DO/DO,01-10-1997,Service Station,Active,Retail Station,Total Store,,Countryside,,,Christer Johannesson,,,06.00-24.00,07.00-24.00,07.00-24.00,12.81873,56.35445,"Car wash, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Förslöv,SE
22644,STATOIL GASKLOCKAN,STATOIL DETALJIST AB,,,031-152618,Partihandelsgatan 4,41104 GÖTEBORG,GÖTEBORG,VÄSTRA GÖTALANDS LÄN,Sweden,031-153699,,1802441-4,556020-3282,,,N,No / Yes,9404435,3433,7350013340925,28124,,,,,CO/CO,CO/CO,,Service Station,Active,Retail Station,Total Store,,Urban Main Road,,,Rolf Johansson,,00.00-24.00,,,,11.98369,57.71644,"Car wash, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Gasklockan,SE
22645,STATOIL GÅRDA,STATOIL DETALJIST AB,,,031-831280,Ullevimotet / Gårda,41250 GÖTEBORG,GÖTEBORG,VÄSTRA GÖTALANDS LÄN,Sweden,031-831229,,,556020-3282,,,N,No / No,1005253377,2490,7350039784499,,,,,,CO/CO,CO/DO,01-07-2011,Service Station,Active,Retail Station,Total Store,,Urban Main Road,,,Rolf Johansson,,00.00-24.00,,,,11.99273,57.70645,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Gårda,SE
22647,STATOIL HJALMAR BRANTINGSGATA,VEPE BILSERVICE AB,,,031-238080,Hjalmar Brantingsg,41871 GÖTEBORG,GÖTEBORG,VÄSTRA GÖTALANDS LÄN,Sweden,031-235980,,,556301-6939,699064-1646,,N,No / No,6936116,2491,7350013344671,,,,,,CO/DO,CO/DO,,Service Station,Active,Retail Station,Total Store,,Urban Main Road,,,Rolf Johansson,,,07.00-24.00,08.00-24.00,09.00-24.00,11.91984,57.71881,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel, milesPLUS 98",Statoil Hjalmar Brantingsgata,SE
22648,INGO HJÄLLBO,Tomas Stations Service c/o Tomas Parnebo,Furumossen 1 B,43347 PARTILLE,,Hjällbovägen 1,42431 ANGERED,GÖTEBORG,VÄSTRA GÖTALANDS LÄN,Sweden,,,,,,,N,No / No,,,7350039786158,,,,,,CO/CO,CO/DO,19-05-2014,Accepterar Statoilkort,Active,Retail Station,INGO,,Urban Suburb,,,Olaf Ludwig,,,06.00-22.00,08.00-22.00,09.00-22.00,12.01465,57.76405,,"Bensin 95, Bensin 98, Diesel, E85",INGO Hjällbo,SE
22650,STATOIL MUNKEBÄCK,STATOIL DETALJIST AB,,,031 253573,Munkebäcksmotet,41673 GÖTEBORG,GÖTEBORG,VÄSTRA GÖTALANDS LÄN,Sweden,031 842327,,6401731-2,556020-3282,699063-7065,,N,No / Yes,9403510,1827,7350013340901,28122,,,,,CO/CO,/,,Service Station,Active,Retail Station,Total Store,,Urban Main Road,,,Rolf Johansson,,00.00-24.00,,,,12.02520,57.72319,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Munkebäck,SE
22651,STATOIL FRÖLUNDA TORG,STATOIL DETALJIST AB,,,031-491235,Näsetvägen 1,42147 VÄSTRA FRÖLUNDA,GÖTEBORG,VÄSTRA GÖTALANDS LÄN,Sweden,031-899886,,64017288,556020-3282,,,N,No / No,1005628802,5837,7350039785724,,,,,,CO/CO,CO/DO,30-01-2013,Service Station,Active,Retail Station,Total Store,,Urban Main Road,,,Robert Kobsa,,,06.00-24.00,08.00-24.00,08.00-24.00,11.91633,57.64887,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel, milesPLUS 98",Statoil Frölunda Torg,SE
22654,STATOIL TINGSTAD,STATOIL DETALJIST AB,,,031 238170,Tingstadsmotet,42244 HISINGS BACKA,GÖTEBORG,VÄSTRA GÖTALANDS LÄN,Sweden,031 231903,,64016801,556020-3282,,,N,No / No,1005633634,,7350039785748,,,,,,CO/CO,CO/DO,15-03-2012,Service Station,Active,Retail Station,Total Store,,Urban Main Road,,,Rolf Johansson,,,06.00-24.00,08.00-24.00,09.00-24.00,11.98215,57.73029,"Car wash, Trailer rental, Windshield liquid on pump, TruckDiesel Network, Truck parking","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Tingstad,SE
22655,"INGO Västra Frölunda, Traneredsvägen",MG Maskinteknik AB,Fågelviksvägen 21,42353 TORSLANDA,,Traneredsvägen 119,42653 VÄSTRA FRÖLUNDA,GÖTEBORG,VÄSTRA GÖTALANDS LÄN,Sweden,,,,556000-6834,,,N,No / No,1005075509,,,,,,,,CO/CO,CO/CO,07-12-2010,Accepterar Statoilkort,Active,Retail Station,INGO,,,,,Olaf Ludwig,,00.00-24.00,,,,11.88823,57.66043,,"Bensin 95, Diesel, E85","INGO Västra Frölunda, Traneredsvägen",SE
22656,"STATOIL 1-2-3 VÄSTRA FRÖLUNDA, ÅKEREDSRONDELLEN",Wising Bensin & Butik AB (1-2-3),Askims stationsväg,43640 ASKIM,020 - 333 123,Näsetvägen/Grevegårdsvägen,42163 VÄSTRA FRÖLUNDA,GÖTEBORG,VÄSTRA GÖTALANDS LÄN,Sweden,08 - 429 60 36,,,556000-6834,,,N,No / No,9209172,6013,7350035119103,,,,,,CO/CO,CO/DO,,Automat,Active,Retail Station,1-2-3,,Small Neighbourhood,,,Robert Kobsa,,00.00-24.00,,,,11.89890,57.63484,,"Bensin 95, Diesel, E85",Statoil 1-2-3 Västra Frölunda,SE
22657,STATOIL GETINGE,Olmi Bensin & Butik AB,,,035-582 00,Ekebergsvägen 35,31044 GETINGE,HALMSTAD,HALLANDS LÄN,Sweden,035-583 03,,,556898-6599,,,N,No / No,1005609070,6030,7350039785670,,,,,,CO/DO,DO/,01-12-1967,Service Station,Active,Retail Station,Total Store,,Countryside,,,Christer Johannesson,,,06.00-22.00,08.00-22.00,08.00-22.00,12.73369,56.82034,"Car wash, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Getinge,SE
22658,STATOIL GNESTA,LARS TOLF AB,,,0158-106 85,Ö Storgatan 71,64632 GNESTA,GNESTA,SÖDERMANLANDS LÄN,Sweden,0158-10086,307-0679,,556325-9075,699064-1406,,N,No / No,6936033,2501,7350013343261,,,,,,CO/DO,CO/DO,,Service Station,Active,Retail Station,Total Store,,Countryside,,,Benny Pettersson,,,06.00-24.00,08.00-24.00,08.00-24.00,17.32855,59.03988,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Gnesta,SE
22660,INGO HALLSBERG,Bo Orrby Förvaltning AB,Långgatan 50,69432 HALLSBERG,,Långgatan 50,69432 HALLSBERG,HALLSBERG,ÖREBRO LÄN,Sweden,,,,556000-6834,,,N,No / No,9209164,6032,,,,,,,CO/CO,CO/DO,30-03-2007,Accepterar Statoilkort,Active,Retail Station,INGO,,Small Neighbourhood,2007-03-30,,Mikael Larsson,,00.00-24.00,,,,15.10187,59.06821,,"Bensin 95, Diesel, E85",INGO Hallsberg,SE
22662,STATOIL HALMSTAD EUROSTOP,STATOIL DETALJIST AB,BOX 9048,,035-187172,Prästvägen 1 (Eurostop),30263 HALMSTAD,HALMSTAD,HALLANDS LÄN,Sweden,035-157712,,6401730-4,556020-3282,699063-7057,,N,No / Yes,9403486,1869,7350013340888,28120,,,,,CO/CO,CO/CO,,Service Station,Active,Retail Station,Total Store,,Countryside,,,Christer Johannesson,,00.00-24.00,,,,,,"Car wash, Windshield liquid on pump, TruckDiesel Network, Truck parking","AdBlue Fuel, E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Halmstad Eurostop,SE
22665,STATOIL 1-2-3 HEBY,.Sven Olof Ekbom AB,Industrivägen 2,74431 HEBY,020-333123,Industrivägen 2,74431 HEBY,HEBY,VÄSTMANLANDS LÄN,Sweden,08-4296036,,,556000-6834,,,N,No / No,1004771336,6557,,,,,,,CO/CO,DO/DO,04-11-2009,Automat,Active,Retail Station,1-2-3,,Highway,,,Per Åkerlund,,00.00-24.00,,,,16.86852,59.93499,,"Bensin 95, Diesel Bio, E85",Statoil 1-2-3 Heby,SE
22667,STATOIL RAMLÖSA,STATOIL DETALJIST AB,,,042-271612,La Coursgatan,25231 HELSINGBORG,HELSINGBORG,SKÅNE LÄN,Sweden,042-271643,,6402408-6,556020-3282,699063-7180,,N,No / Yes,9404187,1883,7350013341083,28156,,,,,CO/CO,CO/CO,,Service Station,Active,Retail Station,Total Store,,Urban Main Road,,,Christer Johannesson,,,05.30-24.00,06.00-24.00,06.00-24.00,12.72708,56.02221,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Ramlösa,SE
22668,STATOIL BERGARONDELLEN,AK BENSIN AB,,,042-151080,Garnisonsgatan 2,25466 HELSINGBORG,HELSINGBORG,SKÅNE LÄN,Sweden,042-157092,876-7253,,556892-0531,,,N,No / No,1005580370,1901,7350039785601,,,,,,CO/DO,CO/DO,03-09-2012,Service Station,Active,Retail Station,Total Store,,Urban Main Road,,,Christer Johannesson,,,06.00-24.00,07.00-24.00,07.00-24.00,12.72100,56.06873,"Car wash, Car rental, Trailer rental, Windshield liquid on pump, TruckDiesel Network","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Bergarondellen,SE
22669,STATOIL HENÅN,STATOIL DETALJIST AB,,,0304-30615,Södra Strandvägen 4,47334 HENÅN,ORUST,VÄSTRA GÖTALANDS LÄN,Sweden,0304-31644,,64016967,556020-3282,,,N,No / No,1005628799,,7350039785731,,,,,,CO/CO,CO/DO,17-07-2007,Service Station,Active,Retail Station,Total Store,,Countryside,,,Rolf Johansson,,,06.00-22.00,08.00-22.00,08.00-22.00,11.68157,58.23247,"Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel, milesPLUS 98",Statoil Henån,SE
22670,STATOIL HUDDINGE,STATOIL DETALJIST AB,,,08-7794330,Kyrkängsbacken 1,14135 HUDDINGE,HUDDINGE,STOCKHOLMS LÄN,Sweden,08-7794350,,6401736-1,556020-3282,699063-7115,,N,No / No,9403569,2512,7350013340987,28140,,,,,CO/CO,/,,Service Station,Active,Retail Station,Total Store,,Urban Main Road,,,Peter Öberg,,,06.00-24.00,07.00-24.00,07.00-24.00,17.97777,59.24076,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Huddinge,SE
22672,INGO HYLTEBRUK,Biltjänst i Hyltebruk AB (INGO),G. Nissastigen 38,31433 HYLTEBRUK,,G:a Nissastigen 38,31432 HYLTEBRUK,HYLTE,HALLANDS LÄN,Sweden,,,,556000-6834,,,N,No / No,9200346,5244,,,633,,,,CO/CO,CO/CO,04-05-2005,Accepterar Statoilkort,Active,Retail Station,INGO,,,,,Olaf Ludwig,,00.00-24.00,,,,13.24044,57.00565,,"Bensin 95, Diesel Bio, E85",INGO Hyltebruk,SE
22673,STATOIL RÅCKSTA,STATOIL DETALJIST AB,,,08-871825,Råckstavägen 2,16254 VÄLLINGBY,STOCKHOLM,STOCKHOLMS LÄN,Sweden,08-377710,,245892-5,556020-3282,699065-5380,,N,No / Yes,9404062,1960,7350013340840,28108,,,,,CO/CO,/,20-02-2001,Service Station,Active,Retail Station,Total Store,,Urban Main Road,,,Peter Öberg,,00.00-24.00,,,,17.88653,59.35192,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98, milesPLUS Diesel",Statoil Råcksta,SE
22674,INGO HÄLLINGSJÖ,Källarbacken Hällingsjö AB (INGO),Källarbacken,43064 HÄLLINGSJÖ,,Källarbacken,43064 HÄLLINGSJÖ,HÄRRYDA,VÄSTRA GÖTALANDS LÄN,Sweden,,,,556000-6834,,,N,No / No,9209404,6221,,,,,,,CO/CO,DO/DO,15-04-2008,Accepterar Statoilkort,Active,Retail Station,INGO,,Small Neighbourhood,,,Olaf Ludwig,,00.00-24.00,,,,12.43523,57.61907,,"Bensin 95, Diesel, E85",INGO Hällingsjö,SE
22675,INGO HÄSSELBY GÅRD,LP sevice,kvarnstugevägen 17,17891 MUNSÖ,,Maltesholmsvägen 107,16555 HÄSSELBY,STOCKHOLM,STOCKHOLMS LÄN,Sweden,,5365-3598,,556000-6834,699068-9371,,N,No / No,9209214,6110,,,,,,,CO/CO,/DO,02-07-2007,Accepterar Statoilkort,Active,Retail Station,INGO,,Grocery Low,,,Olaf Ludwig,,00.00-24.00,,,,17.83889,59.36472,,"Bensin 95, Diesel Bio, E85",INGO Hässelby Gård,SE
22679,STATOIL 1-2-3 HÖGSBY,Trippens Bilservice AB / Avser Statoil 1-2-3,Kyrkogatan,57933 HÖGSBY,020-333123,Kyrkogatan,57933 HÖGSBY,HÖGSBY,KALMAR LÄN,Sweden,08-4296036,,,556000-6834,,,N,No / No,1004560909,6431,,,,,,,CO/CO,DO/DO,20-01-2009,Automat,Active,Retail Station,1-2-3,,Small Neighbourhood,,,Benny Pettersson,,00.00-24.00,,,,16.00970,57.16737,,"Bensin 95, Diesel Bio, E85",Statoil 1-2-3 Högsby,SE
22680,INGO HÖNÖ,Hönö Bilcenter AB (INGO),Lökholmsvägen 12,47541 HÖNÖ,,Lökholmsvägen 12,47541 HÖNÖ,ÖCKERÖ,VÄSTRA GÖTALANDS LÄN,Sweden,,,,556000-6834,,,N,No / No,1004603023,6469,,,,,,,CO/CO,DO/DO,14-10-2009,Accepterar Statoilkort,Active,Retail Station,INGO,,Grocery High,,,Olaf Ludwig,,00.00-24.00,,,,11.64704,57.69859,,"Bensin 95, Diesel, E85",INGO Hönö,SE
22682,STATOIL INGARÖ,BR CASSIRER BILSERVICE AB,,,08-57027260,Brunn,13460 INGARÖ,VÄRMDÖ,STOCKHOLMS LÄN,Sweden,08-57027261,5791-7163,,556433-8225,,,N,No / No,1004588312,6459,7350039781603,,,,,,CO/DO,CO/CO,16-03-2009,Service Station,Active,Retail Station,Total Store,,Countryside,,,Peter Öberg,,,06.00-22.00,08.00-22.00,08.00-22.00,18.42614,59.28269,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Ingarö,SE
22683,STATOIL JAKOBSBERG,Öberg Bensin AB,,,08-58034004,Enköpingsvägen/Aspnäsvägen 23,17737 JÄRFÄLLA,JÄRFÄLLA,STOCKHOLMS LÄN,Sweden,08-58010395,5824-4625,,556699-5493,699073-0282,,N,No / No,9302035,5762,7350013347788,,,,,,CO/DO,CO/CO,25-11-1998,Service Station,Active,Retail Station,Total Store,,Urban Main Road,,,Peter Öberg,,,06.00-24.00,08.00-24.00,08.00-24.00,17.84513,59.42887,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel Bio, milesPLUS 98",Statoil Jakobsberg,SE
22684,STATOIL JÖNKÖPING RYHOVSGATAN,HYLÉN SERVICE AB,,,036 183630,Ryhovsgatan 2 (Eurostop),55303 JÖNKÖPING,JÖNKÖPING,JÖNKÖPINGS LÄN,Sweden,036 183631,,6401732-0,556746-8540,699063-7073,,N,No / Yes,9302555,6207,7350039780170,28123,,,,,CO/DO,CO/CO,29-04-2008,Service Station,Active,Retail Station,Total Store,,Countryside,,,Christer Johannesson,,,06.00-24.00,07.00-24.00,07.00-24.00,14.19106,57.75878,"Car wash, Shower, Trailer rental, Windshield liquid on pump, TruckDiesel Network, Truck parking","E85, miles 95, miles Diesel, milesPLUS 98",Statoil Jönköping Eurostop,SE
22685,STATOIL KORTEBOVÄGEN,TEAM SCHELIN AB,,,036 129550,Kortebovägen,55311 JÖNKÖPING,JÖNKÖPING,JÖNKÖPINGS LÄN,Sweden,036 713910,,,556165-9037,,,N,No / No,6936611,1855,7350013344985,,,,,,CO/DO,CO/DO,18-04-2005,Service Station,Active,Retail Station,Total Store,,Countryside,,,Christer Johannesson,,,06.00-24.00,07.00-24.00,08.00-24.00,14.14891,57.78885,"Car wash, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel, milesPLUS 98",Statoil Kortebovägen,SE
22686,STATOIL 1-2-3 KALMAR,Mabri Butik & Bensin AB /Statoil 1-2-3,Burgundvägen,39352 KALMAR,020-333 123,Burgundvägen,39352 KALMAR,KALMAR,KALMAR LÄN,Sweden,08-429 6036,,,556000-6834,,,N,No / No,1004716001,6520,7350039783201,,,,,,CO/CO,CO/DO,23-09-2009,Automat,Active,Retail Station,1-2-3,,Small Neighbourhood,,,Benny Pettersson,,00.00-24.00,,,,16.33714,56.69168,,"Bensin 95, Diesel Bio, E85",Statoil 1-2-3 Kalmar,SE
22688,"INGO KARLSHAMN, ÖSTERPORT",FALCK´S BENSIN & BILSERVICE AB (INGO),IDROTTSVÄGEN 1,37430 KARLSHAMN,,Idrottsvägen 1,37430 KARLSHAMN,KARLSHAMN,BLEKINGE LÄN,Sweden,,,,556000-6834,,,N,No / No,1004591651,6461,,,,,,,CO/CO,DO/DO,08-10-2009,Accepterar Statoilkort,Active,Retail Station,INGO,,Small Neighbourhood,,,Olaf Ludwig,,00.00-24.00,,,,14.88218,56.16677,,"Bensin 95, Diesel Bio, E85","INGO Karlshamn, Österport",SE
22689,STATOIL KARLSKOGA,PETER BERGKVIST SERVICE AB,,,0586-52309,Filipstadsvägen 1,69133 KARLSKOGA,KARLSKOGA,ÖREBRO LÄN,Sweden,0586-37193,5589-6914,,556802-6776,,,N,No / No,1004922340,6664,7350039784116,,,,,,CO/DO,CO/DO,07-06-2010,Service Station,Active,Retail Station,Total Store,,Urban Suburb,,,Per Åkerlund,,00.00-24.00,,,,14.54287,59.33115,"Car wash, Windshield liquid on pump, High speed charger","E85, miles 95, miles 98, miles Diesel",Statoil Karlskoga,SE
22691,STATOIL V:A INFARTEN,H & T EKLÖF AB,,,054-568855,Traktorgatan 1,65343 KARLSTAD,KARLSTAD,VÄRMLANDS LÄN,Sweden,054-564674,5410-7776,,556624-9156,699072-6397,,N,No / No,8341687,3385,7350035112265,,,,,,CO/DO,CO/DO,,Service Station,Active,Retail Station,Total Store,,Urban Suburb,,,Per Åkerlund,,00.00-24.00,,,,13.46502,59.38057,"Car wash, Trailer rental, Windshield liquid on pump, TruckDiesel Network, Truck parking","E85, miles 95, miles 98, miles Diesel",Statoil V:a Infarten,SE
22694,STATOIL VINGÅKERSVÄGEN,JAN-ÅKE FRITZ AB,,,0150-33255,Vingåkersvägen 16,64151 KATRINEHOLM,KATRINEHOLM,SÖDERMANLANDS LÄN,Sweden,0150-15402,219-2656,,556220-5004,699064-1802,,N,No / No,6936785,2532,7350013343285,,,,,,CO/DO,/,,Service Station,Active,Retail Station,Total Store,,Countryside,,,Benny Pettersson,,,06.30-24.00,08.00-24.00,08.00-24.00,16.18770,58.99226,"Car wash, Car rental, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel, milesPLUS 98",Statoil Vingåkersvägen,SE
22695,INGO KIL,Jockes Bensin & Bilservice AB,Storgatan 19,66530 KIL,,Storgatan 19,66530 KIL,KIL,VÄRMLANDS LÄN,Sweden,,,,556000-6834,,,N,No / No,1004564304,6434,,,,,,,CO/CO,CO/DO,22-01-2009,Accepterar Statoilkort,Active,Retail Station,INGO,,Small Neighbourhood,,,Mikael Larsson,,00.00-24.00,,,,13.32362,59.50451,,"Bensin 95, Diesel, E85",INGO Kil,SE
22696,STATOIL 1-2-3 KISA,AH Bensin o livs i Kisa AB/ Statoil 1-2-3,Östgötagatan 2,59040 KISA,020-333123,Östgötagatan 2,59040 KISA,KINDA,ÖSTERGÖTLANDS LÄN,Sweden,08-429 6036,,,556000-6834,,,N,No / No,1004576101,6450,,,,,,,CO/CO,CO/DO,03-03-2009,Automat,Active,Retail Station,1-2-3,,Grocery High,,,Benny Pettersson,,00.00-24.00,,,,15.63818,57.98700,,"Bensin 95, Diesel, E85",Statoil 1-2-3 Kisa,SE
22701,STATOIL DROTTNINGGATAN,STATOIL DETALJIST AB,,,019-571182,Östra Drottninggatan 1,69231 KUMLA,KUMLA,ÖREBRO LÄN,Sweden,019-575101,,4010275-8,556020-3282,,,N,No / No,22701,3596,7350039785908,,,,,,CO/CO,/DO,,Service Station,Active,Retail Station,Total Store,,Countryside,,,Per Åkerlund,,,06.00-24.00,08.00-24.00,08.00-24.00,15.14299,59.12966,"Car wash, Trailer rental, Windshield liquid on pump","E85, miles 95, miles Diesel, milesPLUS 98",Statoil Drottninggatan,SE
22706,STATOIL 1-2-3 LAMMHULT,Lammhultsmacken AB /Statoil 1-2-3,Jönköpingsvägen 14,36030 LAMMHULT,020-333 123,Jönköpingsvägen 14,36030 LAMMHULT,VÄXJÖ,KRONOBERGS LÄN,Sweden,08-429 60 36,,,556000-6834,,,N,No / No,1004427867,6326,,,,,,,CO/CO,DO/DO,11-09-2008,Automat,Active,Retail Station,1-2-3,,Small Neighbourhood,,,Christer Johannesson,,00.00-24.00,,,,14.57510,57.17061,,"Bensin 95, Diesel Bio, E85",Statoil 1-2-3 Lammhult,SE
22708,INGO LANDVETTER FLYGPLATS,Oktanen Bilservice AB c/o Per Svensson,Vestagatan 3,41648 GÖTEBORG,,Landvetter Flygplats,43880 LANDVETTER,HÄRRYDA,VÄSTRA GÖTALANDS LÄN,Sweden,,,,556000-6834,,,N,No / No,1004765623,,,,,,,,CO/CO,/DO,01-10-2009,Accepterar Statoilkort,Active,Retail Station,INGO,,Highway,,,Mikael Larsson,,00.00-24.00,,,,12.29957,57.66820,,"Bensin 95, Diesel, E85",INGO Landvetter Flygplats,SE
